model_id,layer_index,n_layers,relative_depth,r2_b,beta,s,r2_eps
01-ai/Yi-1.5-9B-Chat,28,48,0.4166666666666667,0.33932901043452524,-0.1357731168311444,0.128326301949959,0.190075219590211
01-ai/Yi-1.5-9B-Chat,27,48,0.4375,0.3677762131888437,-0.12940014508185044,0.128326301949959,0.20843115272506607
01-ai/Yi-1.5-9B-Chat,26,48,0.4583333333333333,0.3405066357340102,-0.12933878730883053,0.128326301949959,0.22297521213346028
01-ai/Yi-1.5-9B-Chat,25,48,0.4791666666666667,0.346493368555324,-0.12933628534998673,0.128326301949959,0.20345424981217253
01-ai/Yi-1.5-9B-Chat,24,48,0.5,0.3115209884174438,-0.1294088845682109,0.128326301949959,0.18855681345704467
01-ai/Yi-1.5-9B-Chat,23,48,0.5208333333333334,0.2929778342668753,-0.12955642767663098,0.128326301949959,0.18882838123391554
01-ai/Yi-1.5-9B-Chat,22,48,0.5416666666666666,0.26691432939321524,-0.12991987261949703,0.128326301949959,0.20495417992040155
01-ai/Yi-1.5-9B-Chat,21,48,0.5625,0.29470957357970107,-0.13022503960562062,0.128326301949959,0.21475400394633415
01-ai/Yi-1.5-9B-Chat,20,48,0.5833333333333334,0.25181744789206273,-0.13735736751850988,0.128326301949959,0.21776486973416642
01-ai/Yi-1.5-9B-Chat,19,48,0.6041666666666666,0.29080106618202206,-0.13788477981652283,0.128326301949959,0.20064607693977843
01-ai/Yi-1.5-9B-Chat,18,48,0.625,0.3483688627236041,-0.1303002843117009,0.128326301949959,0.20655764279732258
01-ai/Yi-1.5-9B-Chat,17,48,0.6458333333333334,0.3786187621577277,-0.12586429919632772,0.128326301949959,0.20266311532300485
01-ai/Yi-1.5-9B-Chat,16,48,0.6666666666666666,0.3393735366280932,-0.1304936301940145,0.128326301949959,0.19611378501022803
01-ai/Yi-1.5-9B-Chat,15,48,0.6875,0.29554967050558956,-0.13083253958884397,0.128326301949959,0.16341600788469735
01-ai/Yi-1.5-9B-Chat,14,48,0.7083333333333334,0.3121369386757167,-0.1313675450427581,0.128326301949959,0.19726522514953349
01-ai/Yi-1.5-9B-Chat,13,48,0.7291666666666666,0.3268728120609936,-0.13047901990630076,0.128326301949959,0.2202717150936655
01-ai/Yi-1.5-9B-Chat,12,48,0.75,0.32607251652791736,-0.1301829357413937,0.128326301949959,0.1828840553394998
01-ai/Yi-1.5-9B-Chat,11,48,0.7708333333333334,0.31892664666666903,-0.12982402577188346,0.128326301949959,0.250219533089032
01-ai/Yi-1.5-9B-Chat,10,48,0.7916666666666666,0.2909872090363216,-0.1300979999260665,0.128326301949959,0.22524449530707924
01-ai/Yi-1.5-9B-Chat,9,48,0.8125,0.22682591386116446,-0.1299331950159953,0.128326301949959,0.21146563845377364
01-ai/Yi-1.5-9B-Chat,8,48,0.8333333333333334,0.2204352544735918,-0.14254919157316415,0.128326301949959,0.19369259098827618
01-ai/Yi-1.5-9B-Chat,7,48,0.8541666666666666,0.21381665949198136,-0.14155347020475906,0.128326301949959,0.1873624004399188
01-ai/Yi-1.5-9B-Chat,6,48,0.875,0.24206326193652183,-0.13619917891213504,0.128326301949959,0.18906358315100014
01-ai/Yi-1.5-9B-Chat,5,48,0.8958333333333334,0.29527255239871997,-0.12963713504827412,0.128326301949959,0.1914514840375996
01-ai/Yi-1.5-9B-Chat,4,48,0.9166666666666666,0.30269396716233044,-0.13529510769655625,0.128326301949959,0.1955964407811437
01-ai/Yi-1.5-9B-Chat,3,48,0.9375,0.32559823159120616,-0.13545681864666811,0.128326301949959,0.19820862435793152
01-ai/Yi-1.5-9B-Chat,2,48,0.9583333333333334,0.3203531511636938,-0.13573943091002214,0.128326301949959,0.19310049083754255
01-ai/Yi-1.5-9B-Chat,1,48,0.9791666666666666,0.32781182573823553,-0.12989755369467823,0.128326301949959,0.19520435845137663
01-ai/Yi-1.5-9B-Chat,0,48,1.0,0.3159965577913233,-0.13068708201686197,0.128326301949959,0.16009291778086365
EleutherAI/pythia-12b-deduped,35,36,0.027777777777777776,-0.02431276680015171,-0.004119252068290118,0.006268712267457021,0.07400772834499725
EleutherAI/pythia-12b-deduped,34,36,0.05555555555555555,-0.04553965456501596,-0.006605054639298877,0.006268712267457021,0.08768681479131546
EleutherAI/pythia-12b-deduped,33,36,0.08333333333333333,-0.038722563483655215,-0.00495397313142036,0.006268712267457021,0.1149299682393522
EleutherAI/pythia-12b-deduped,32,36,0.1111111111111111,-0.01365215114090046,-0.004655346524574491,0.006268712267457021,0.11428373174402162
EleutherAI/pythia-12b-deduped,31,36,0.1388888888888889,-0.017272097771745543,-0.004376908445757772,0.006268712267457021,0.1628335660023057
EleutherAI/pythia-12b-deduped,30,36,0.16666666666666666,0.005569192215289953,-0.0036265799776655037,0.006268712267457021,0.2789612463370825
EleutherAI/pythia-12b-deduped,29,36,0.19444444444444445,0.016737991375471384,-0.0034124854490833597,0.006268712267457021,0.40670826632565016
EleutherAI/pythia-12b-deduped,28,36,0.2222222222222222,0.014271194866963266,-0.003210342588038433,0.006268712267457021,0.40215893740869424
EleutherAI/pythia-12b-deduped,27,36,0.25,0.016590335728128403,-0.0027086663832562455,0.006268712267457021,0.4404450829760507
EleutherAI/pythia-12b-deduped,26,36,0.2777777777777778,0.02403979401822398,-0.0027356957623937937,0.006268712267457021,0.5208448999194892
EleutherAI/pythia-12b-deduped,25,36,0.3055555555555556,0.01686579916234976,-0.00311620478908998,0.006268712267457021,0.511470550394279
EleutherAI/pythia-12b-deduped,24,36,0.3333333333333333,0.01704454090275398,-0.0030739494927403033,0.006268712267457021,0.4945889608288694
EleutherAI/pythia-12b-deduped,23,36,0.3611111111111111,0.015933416801121147,-0.0027409588415552625,0.006268712267457021,0.49645910218590483
EleutherAI/pythia-12b-deduped,22,36,0.3888888888888889,0.012829724652708707,-0.00323848992865108,0.006268712267457021,0.5000444113416872
EleutherAI/pythia-12b-deduped,21,36,0.4166666666666667,0.009703789882636316,-0.0033298023516531183,0.006268712267457021,0.5044748634217431
EleutherAI/pythia-12b-deduped,20,36,0.4444444444444444,-0.09072392723703815,-0.0035249024064901283,0.006268712267457021,0.49899143534699686
EleutherAI/pythia-12b-deduped,19,36,0.4722222222222222,-0.08886190428507668,-0.004096315796162088,0.006268712267457021,0.49307740223336904
